period,model,block,fit_status,target_center,target_scale,dropped_columns,n_train,train_start,train_end,training_last_release,as_of
2019-10,POOL_SEPARATE,accommodation,estimated,0.20067621798307012,0.7320123734179053,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_SEPARATE,package_holidays,estimated,0.6162251422258203,8.510860743000892,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.08261677799504596,0.2571474258394385,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_12,actual_rent,estimated,0.20011607026283462,0.18544165238495403,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_12,imputed_rent,estimated,0.27756319937571866,0.2766903145975423,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_12,catering,estimated,0.3101532316685244,0.35993318796308543,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_12,accommodation,estimated,0.20067621798307012,0.7320123734179053,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_12,package_holidays,estimated,0.6162251422258203,8.510860743000892,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_12,remaining_core_tax_reconciliation,estimated,0.08261677799504596,0.2571474258394385,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_48,actual_rent,estimated,0.20011607026283462,0.18544165238495403,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_48,imputed_rent,estimated,0.27756319937571866,0.2766903145975423,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_48,catering,estimated,0.3101532316685244,0.35993318796308543,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_48,accommodation,estimated,0.20067621798307012,0.7320123734179053,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_48,package_holidays,estimated,0.6162251422258203,8.510860743000892,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-10,POOL_48,remaining_core_tax_reconciliation,estimated,0.08261677799504596,0.2571474258394385,,56,2015-02,2019-09,2019-10-10 09:00:00,2019-11-10 23:59:00
2019-11,POOL_SEPARATE,actual_rent,estimated,0.1981787023398848,0.18435961506290913,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_SEPARATE,imputed_rent,estimated,0.28325317236037767,0.27755333111841296,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_SEPARATE,catering,estimated,0.31212693407448217,0.35701612930349635,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_SEPARATE,accommodation,estimated,0.18605187394117317,0.7338011840047528,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_SEPARATE,package_holidays,estimated,0.5943604378657072,8.436143824024077,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_SEPARATE,remaining_core_tax_reconciliation,estimated,0.09448334616173941,0.27136893639060605,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_12,actual_rent,estimated,0.1981787023398848,0.18435961506290913,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_12,imputed_rent,estimated,0.28325317236037767,0.27755333111841296,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_12,catering,estimated,0.31212693407448217,0.35701612930349635,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
2019-11,POOL_12,accommodation,estimated,0.18605187394117317,0.7338011840047528,,57,2015-02,2019-10,2019-11-11 09:00:00,2019-12-09 23:59:00
