"Ukazatel","IndicatorType","Typ údaje","TYPUDAJEVYR","Území","Uz0","Měsíce, měsíce klouzavých průměrů, čtvrtletí, roky","CASMQRMPK","Hodnota"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červen 2021","2021-06","100.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červenec 2021","2021-07","99.6"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","srpen 2021","2021-08","99.9"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","září 2021","2021-09","99.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","říjen 2021","2021-10","101.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","listopad 2021","2021-11","101.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","prosinec 2021","2021-12","102.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","leden 2022","2022-01","101.7"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","únor 2022","2022-02","100.6"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","březen 2022","2022-03","104"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","duben 2022","2022-04","104.9"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","květen 2022","2022-05","104.9"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červen 2022","2022-06","101.8"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červenec 2022","2022-07","101.5"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","srpen 2022","2022-08","101.7"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","září 2022","2022-09","102.9"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","říjen 2022","2022-10","103"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","listopad 2022","2022-11","102.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","prosinec 2022","2022-12","103.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","leden 2023","2023-01","101.9"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","únor 2023","2023-02","100.1"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","březen 2023","2023-03","98.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","duben 2023","2023-04","97.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","květen 2023","2023-05","96.7"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červen 2023","2023-06","97.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červenec 2023","2023-07","97.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","srpen 2023","2023-08","97.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","září 2023","2023-09","99.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","říjen 2023","2023-10","99"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","listopad 2023","2023-11","101"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","prosinec 2023","2023-12","100.5"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","leden 2024","2024-01","101.8"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","únor 2024","2024-02","100.1"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","březen 2024","2024-03","101"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","duben 2024","2024-04","101"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","květen 2024","2024-05","99.7"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červen 2024","2024-06","100.5"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červenec 2024","2024-07","99.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","srpen 2024","2024-08","99.8"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","září 2024","2024-09","100.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","říjen 2024","2024-10","101.9"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","listopad 2024","2024-11","103.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","prosinec 2024","2024-12","104.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","leden 2025","2025-01","100.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","únor 2025","2025-02","99.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","březen 2025","2025-03","102.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","duben 2025","2025-04","102.5"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","květen 2025","2025-05","100.9"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červen 2025","2025-06","101"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červenec 2025","2025-07","100.5"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","srpen 2025","2025-08","100.8"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","září 2025","2025-09","100.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","říjen 2025","2025-10","100.4"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","listopad 2025","2025-11","100.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","prosinec 2025","2025-12","98.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","leden 2026","2026-01","95.6"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","únor 2026","2026-02","95.8"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","březen 2026","2026-03","98.1"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","duben 2026","2026-04","98.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","květen 2026","2026-05","97.2"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červen 2026","2026-06","97.3"
"Index cen zemědělských výrobců - živočišná výroba bez ryb","614508","   Meziměsíční index","IM","Česko","CZ","červenec 2026","2026-07","98"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","leden 2015","2015-01","102.8"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","únor 2015","2015-02","104.4"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","březen 2015","2015-03","99.7"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","duben 2015","2015-04","101.1"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","květen 2015","2015-05","100.3"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","červen 2015","2015-06","100.9"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","červenec 2015","2015-07","99.4"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","srpen 2015","2015-08","98.7"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","září 2015","2015-09","100.9"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","říjen 2015","2015-10","103.8"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","listopad 2015","2015-11","95.9"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","prosinec 2015","2015-12","102.4"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","leden 2016","2016-01","101"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","únor 2016","2016-02","99.2"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","březen 2016","2016-03","94.6"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","duben 2016","2016-04","98.8"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","květen 2016","2016-05","99.1"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","červen 2016","2016-06","102.5"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","červenec 2016","2016-07","96.3"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","srpen 2016","2016-08","97.1"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","září 2016","2016-09","105.6"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","říjen 2016","2016-10","103.2"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","listopad 2016","2016-11","93.2"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","prosinec 2016","2016-12","101.2"
"Index cen zemědělských výrobců - rostlinná výroba","614509","   Meziměsíční index","IM","Česko","CZ","leden 2017","2017-01","99.6"
