"Ukazatel","IndicatorType","Klasifikace API","APIZZ","Typ indexu","TYPUDAJEZEM4","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","Území","Uz0","Hodnota"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2015","2015-11","Česko","CZ","102.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2015","2015-12","Česko","CZ","94.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2016","2016-01","Česko","CZ","109"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2016","2016-01K","Česko","CZ","109"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2016","2016-02","Česko","CZ","93.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2016","2016-03","Česko","CZ","99"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2016","2016-04","Česko","CZ","105"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2016","2016-05","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2016","2016-06","Česko","CZ","102.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2016","2016-07","Česko","CZ","99.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2016","2016-08","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2016","2016-09","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2016","2016-10","Česko","CZ","96"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2016","2016-11","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2016","2016-12","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2017","2017-01","Česko","CZ","102.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2017","2017-01K","Česko","CZ","102.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2017","2017-02","Česko","CZ","104.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2017","2017-03","Česko","CZ","97.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2017","2017-04","Česko","CZ","98.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2017","2017-05","Česko","CZ","104.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2017","2017-06","Česko","CZ","98.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2017","2017-07","Česko","CZ","96.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2017","2017-08","Česko","CZ","103.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2017","2017-09","Česko","CZ","98.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2017","2017-10","Česko","CZ","97.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2017","2017-11","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2017","2017-12","Česko","CZ","98"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2018","2018-01","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2018","2018-01K","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2018","2018-02","Česko","CZ","98.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2018","2018-03","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2018","2018-04","Česko","CZ","103.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2018","2018-05","Česko","CZ","97.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2018","2018-06","Česko","CZ","101.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2018","2018-07","Česko","CZ","104.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2018","2018-08","Česko","CZ","97.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2018","2018-09","Česko","CZ","98.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2018","2018-10","Česko","CZ","97.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2018","2018-11","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2018","2018-12","Česko","CZ","106.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2019","2019-01","Česko","CZ","103.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2019","2019-01K","Česko","CZ","103.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2019","2019-02","Česko","CZ","91.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2019","2019-03","Česko","CZ","87.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2019","2019-04","Česko","CZ","113.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2019","2019-05","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2019","2019-06","Česko","CZ","95.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2019","2019-07","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2019","2019-08","Česko","CZ","99.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2019","2019-09","Česko","CZ","103.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2019","2019-10","Česko","CZ","98.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2019","2019-11","Česko","CZ","94.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2019","2019-12","Česko","CZ","93"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2020","2020-01","Česko","CZ","113.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2020","2020-01K","Česko","CZ","113.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2020","2020-02","Česko","CZ","88.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2020","2020-03","Česko","CZ","114.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2020","2020-04","Česko","CZ","96.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2020","2020-05","Česko","CZ","97.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2020","2020-06","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2020","2020-07","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2020","2020-08","Česko","CZ","100.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2020","2020-09","Česko","CZ","99"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2020","2020-10","Česko","CZ","98.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2020","2020-11","Česko","CZ","98.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2020","2020-12","Česko","CZ","95.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2021","2021-01","Česko","CZ","103.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2021","2021-01K","Česko","CZ","103.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2021","2021-02","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2021","2021-03","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2021","2021-04","Česko","CZ","105.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2021","2021-05","Česko","CZ","102.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2021","2021-06","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2021","2021-07","Česko","CZ","98.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2021","2021-08","Česko","CZ","103.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2021","2021-09","Česko","CZ","95.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2021","2021-10","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2021","2021-11","Česko","CZ","101.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2021","2021-12","Česko","CZ","102.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2022","2022-01","Česko","CZ","103.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2022","2022-01K","Česko","CZ","103.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2022","2022-02","Česko","CZ","99"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2022","2022-03","Česko","CZ","104.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2022","2022-04","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2022","2022-05","Česko","CZ","106.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2022","2022-06","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2022","2022-07","Česko","CZ","99.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2022","2022-08","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2022","2022-09","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2022","2022-10","Česko","CZ","105.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2022","2022-11","Česko","CZ","98.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2022","2022-12","Česko","CZ","102.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2023","2023-01","Česko","CZ","103.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2023","2023-01K","Česko","CZ","103.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2023","2023-02","Česko","CZ","97.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2023","2023-03","Česko","CZ","100.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2023","2023-04","Česko","CZ","103.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2023","2023-05","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2023","2023-06","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2023","2023-07","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2023","2023-08","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2023","2023-09","Česko","CZ","99.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2023","2023-10","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2023","2023-11","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2023","2023-12","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2024","2024-01","Česko","CZ","103"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2024","2024-01K","Česko","CZ","103"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2024","2024-02","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2024","2024-03","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2024","2024-04","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2024","2024-05","Česko","CZ","102.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2024","2024-06","Česko","CZ","97.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2024","2024-07","Česko","CZ","98.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2024","2024-08","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2024","2024-09","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2024","2024-10","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2024","2024-11","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2024","2024-12","Česko","CZ","91.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2025","2025-01","Česko","CZ","104.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2025","2025-01K","Česko","CZ","104.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2025","2025-02","Česko","CZ","93.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2025","2025-03","Česko","CZ","106.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2025","2025-04","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2025","2025-05","Česko","CZ","103.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2025","2025-06","Česko","CZ","98.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2025","2025-07","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","srpen 2025","2025-08","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","září 2025","2025-09","Česko","CZ","98"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","říjen 2025","2025-10","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","listopad 2025","2025-11","Česko","CZ","93.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","prosinec 2025","2025-12","Česko","CZ","101.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2026","2026-01","Česko","CZ","106.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","leden 2026","2026-01K","Česko","CZ","106.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","únor 2026","2026-02","Česko","CZ","86.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","březen 2026","2026-03","Česko","CZ","106.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","duben 2026","2026-04","Česko","CZ","106.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","květen 2026","2026-05","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červen 2026","2026-06","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Meziměsíční index","IM","červenec 2026","2026-07","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2010","2010-01","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2010","2010-01K","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - únor 2010","2010-02K","Česko","CZ","94.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - březen 2010","2010-03K","Česko","CZ","97.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","1. čtvrtletí 2010","2010-Q1","Česko","CZ","97.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - duben 2010","2010-04K","Česko","CZ","99.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - květen 2010","2010-05K","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červen 2010","2010-06K","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2. čtvrtletí 2010","2010-Q2","Česko","CZ","103.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červenec 2010","2010-07K","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - srpen 2010","2010-08K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - září 2010","2010-09K","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","3. čtvrtletí 2010","2010-Q3","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - říjen 2010","2010-10K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - listopad 2010","2010-11K","Česko","CZ","99.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - prosinec 2010","2010-12K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","4. čtvrtletí 2010","2010-Q4","Česko","CZ","99.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2010","2010","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2011","2011-01","Česko","CZ","104.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2011","2011-01K","Česko","CZ","104.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - únor 2011","2011-02K","Česko","CZ","102.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - březen 2011","2011-03K","Česko","CZ","102.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","1. čtvrtletí 2011","2011-Q1","Česko","CZ","102.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - duben 2011","2011-04K","Česko","CZ","101.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - květen 2011","2011-05K","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červen 2011","2011-06K","Česko","CZ","101.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2. čtvrtletí 2011","2011-Q2","Česko","CZ","99.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červenec 2011","2011-07K","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - srpen 2011","2011-08K","Česko","CZ","100.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - září 2011","2011-09K","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","3. čtvrtletí 2011","2011-Q3","Česko","CZ","98.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - říjen 2011","2011-10K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - listopad 2011","2011-11K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - prosinec 2011","2011-12K","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","4. čtvrtletí 2011","2011-Q4","Česko","CZ","99.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2011","2011","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2012","2012-01","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2012","2012-01K","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - únor 2012","2012-02K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - březen 2012","2012-03K","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","1. čtvrtletí 2012","2012-Q1","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - duben 2012","2012-04K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - květen 2012","2012-05K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červen 2012","2012-06K","Česko","CZ","100.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2. čtvrtletí 2012","2012-Q2","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červenec 2012","2012-07K","Česko","CZ","100.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - srpen 2012","2012-08K","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - září 2012","2012-09K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","3. čtvrtletí 2012","2012-Q3","Česko","CZ","98.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - říjen 2012","2012-10K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - listopad 2012","2012-11K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - prosinec 2012","2012-12K","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","4. čtvrtletí 2012","2012-Q4","Česko","CZ","101.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2012","2012","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2013","2013-01","Česko","CZ","101.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2013","2013-01K","Česko","CZ","101.3"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - únor 2013","2013-02K","Česko","CZ","102.1"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - březen 2013","2013-03K","Česko","CZ","97.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","1. čtvrtletí 2013","2013-Q1","Česko","CZ","97.7"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - duben 2013","2013-04K","Česko","CZ","98.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - květen 2013","2013-05K","Česko","CZ","99.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červen 2013","2013-06K","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2. čtvrtletí 2013","2013-Q2","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - červenec 2013","2013-07K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - srpen 2013","2013-08K","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - září 2013","2013-09K","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","3. čtvrtletí 2013","2013-Q3","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - říjen 2013","2013-10K","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - listopad 2013","2013-11K","Česko","CZ","99.4"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden - prosinec 2013","2013-12K","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","4. čtvrtletí 2013","2013-Q4","Česko","CZ","98.9"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","2013","2013","Česko","CZ","99.6"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2014","2014-01","Česko","CZ","105.5"
"Index cen zemědělských výrobců","6145","Ryby","200000","Průměrné tempo růstu","TR","leden 2014","2014-01K","Česko","CZ","105.5"
