"Ukazatel","IndicatorType","Reprezentant","REPRCENZEM","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","ČR a kraje-Stát","UZ02HU.STAT","ČR a kraje-Kraj","UZ02HU.KRAJ","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červen 2022","2022-06","Česko","CZ","Moravskoslezský kraj","CZ080","40673.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - červen 2022","2022-06K","Česko","CZ","","","37814.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","","","42000.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Středočeský kraj","CZ020","41927.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Jihočeský kraj","CZ031","43955.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Plzeňský kraj","CZ032","46133.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Ústecký kraj","CZ042","42462.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Královéhradecký kraj","CZ052","41910.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Pardubický kraj","CZ053","45301.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Kraj Vysočina","CZ063","40036.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Jihomoravský kraj","CZ064","39045.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Olomoucký kraj","CZ071","40567.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Zlínský kraj","CZ072","40108.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","červenec 2022","2022-07","Česko","CZ","Moravskoslezský kraj","CZ080","40947.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - červenec 2022","2022-07K","Česko","CZ","","","38412.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","","","41909.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Středočeský kraj","CZ020","43965.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Jihočeský kraj","CZ031","43208.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Plzeňský kraj","CZ032","42905.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Liberecký kraj","CZ051","37330.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Královéhradecký kraj","CZ052","39486.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Pardubický kraj","CZ053","44321.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Kraj Vysočina","CZ063","43254.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Jihomoravský kraj","CZ064","43892.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Olomoucký kraj","CZ071","37779.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Zlínský kraj","CZ072","39047.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","srpen 2022","2022-08","Česko","CZ","Moravskoslezský kraj","CZ080","39730.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - srpen 2022","2022-08K","Česko","CZ","","","38845.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","","","42048.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Středočeský kraj","CZ020","41854.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Jihočeský kraj","CZ031","45184.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Plzeňský kraj","CZ032","44006.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Královéhradecký kraj","CZ052","39573.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Pardubický kraj","CZ053","41351.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Kraj Vysočina","CZ063","42094.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Jihomoravský kraj","CZ064","41832.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Olomoucký kraj","CZ071","41117.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Zlínský kraj","CZ072","42062.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","září 2022","2022-09","Česko","CZ","Moravskoslezský kraj","CZ080","42690.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - září 2022","2022-09K","Česko","CZ","","","39201.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","","","41451.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Středočeský kraj","CZ020","41272.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Jihočeský kraj","CZ031","43425.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Plzeňský kraj","CZ032","43883.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Královéhradecký kraj","CZ052","40864.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Pardubický kraj","CZ053","40349.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Kraj Vysočina","CZ063","43137.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Jihomoravský kraj","CZ064","40858.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Olomoucký kraj","CZ071","40008.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Zlínský kraj","CZ072","38178.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","říjen 2022","2022-10","Česko","CZ","Moravskoslezský kraj","CZ080","40612.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - říjen 2022","2022-10K","Česko","CZ","","","39426.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","","","41477.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Středočeský kraj","CZ020","40459.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Jihočeský kraj","CZ031","44647.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Plzeňský kraj","CZ032","43111.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Karlovarský kraj","CZ041","45209.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Liberecký kraj","CZ051","34490.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Královéhradecký kraj","CZ052","40923.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Pardubický kraj","CZ053","40913.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Kraj Vysočina","CZ063","43144.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Jihomoravský kraj","CZ064","43140.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Olomoucký kraj","CZ071","39928.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Zlínský kraj","CZ072","37442.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","listopad 2022","2022-11","Česko","CZ","Moravskoslezský kraj","CZ080","37444.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - listopad 2022","2022-11K","Česko","CZ","","","39612.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","","","40624.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Středočeský kraj","CZ020","41478.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Jihočeský kraj","CZ031","42045.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Plzeňský kraj","CZ032","42947.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Ústecký kraj","CZ042","37265.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Královéhradecký kraj","CZ052","38006.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Pardubický kraj","CZ053","40665.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Kraj Vysočina","CZ063","41845.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Jihomoravský kraj","CZ064","41184.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Olomoucký kraj","CZ071","40267.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Zlínský kraj","CZ072","38469.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","prosinec 2022","2022-12","Česko","CZ","Moravskoslezský kraj","CZ080","37818.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden - prosinec 2022","2022-12K","Česko","CZ","","","39697.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","2022","2022","Česko","CZ","","","39697.0","koruna česká","Kč"
"Průměrná cena zemědělských výrobků (Kč)","6277","Krávy jatečné v živém [t]","4310","leden 2023","2023-01","Česko","CZ","","","40953.0","koruna česká","Kč"
