"Ukazatel","IndicatorType","Typ indexu","TYPUDAJE5B","Klasifikace SITC","SITCVAD","Území","Uz0","Měsíce, měsíční kumulace, měsíce klouzavých průměrů, čtvrtletí, roky","CASMKMQRM12","Hodnota","MJ_TEXT","MJ_SYMBOL"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2018","2018-10","100.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2018","2018-11","100.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2018","2018-12","100.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2019","2019-01","99.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2019","2019-01K","99.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2019","2019-02","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2019","2019-03","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2019","2019-04","100.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2019","2019-05","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2019","2019-06","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2019","2019-07","99.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2019","2019-08","100.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2019","2019-09","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2019","2019-10","98.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2019","2019-11","98.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2019","2019-12","99.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2020","2020-01","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2020","2020-01K","99.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2020","2020-02","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2020","2020-03","103.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2020","2020-04","103.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2020","2020-05","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2020","2020-06","97.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2020","2020-07","98.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2020","2020-08","98.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2020","2020-09","101.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2020","2020-10","101.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2020","2020-11","98.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2020","2020-12","100.0","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2021","2021-01","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2021","2021-01K","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2021","2021-02","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2021","2021-03","102.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2021","2021-04","101.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2021","2021-05","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2021","2021-06","101.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2021","2021-07","105.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2021","2021-08","101.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2021","2021-09","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2021","2021-10","101.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2021","2021-11","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2021","2021-12","100.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2022","2022-01","100.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2022","2022-01K","100.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2022","2022-02","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2022","2022-03","104.6","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2022","2022-04","102.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2022","2022-05","104.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2022","2022-06","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2022","2022-07","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2022","2022-08","99.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2022","2022-09","100.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2022","2022-10","99.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2022","2022-11","98.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2022","2022-12","98.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2023","2023-01","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2023","2023-01K","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2023","2023-02","98.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2023","2023-03","99.4","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2023","2023-04","99.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2023","2023-05","100.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2023","2023-06","99.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červenec 2023","2023-07","99.5","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","srpen 2023","2023-08","99.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","září 2023","2023-09","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","říjen 2023","2023-10","100.1","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","listopad 2023","2023-11","99.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","prosinec 2023","2023-12","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2024","2024-01","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","leden 2024","2024-01K","99.8","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","únor 2024","2024-02","101.2","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","březen 2024","2024-03","100.3","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","duben 2024","2024-04","100.9","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","květen 2024","2024-05","98.7","procento","%"
"Index vývozních cen (%)","614603","Meziměsíční index","IM","6 Tržní výrobky tříděné hlavně podle materiálu","6","Česko","CZ","červen 2024","2024-06","99.9","procento","%"
